what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1398453051372
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1398453051372
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1398453051387
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1398453051387
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1398453051387
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1398453051387
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1398453051387
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1398453051387
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1398453051387
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1398453051403
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1398453051403
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1398453051403
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1398453051403
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1398453051403
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1398453051403
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1398453051418
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1398453051418
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1398453051418
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1398453051418
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1398453051418
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1398453051418
os,sysinfo,,,"win32",1398453051434
arch,sysinfo,,,"x86",1398453051434
ws,sysinfo,,,"win32",1398453051434
locale,sysinfo,,,"en_US",1398453051434
processors,sysinfo,,,"2",1398453051434
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1398453051434
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1398453051434
java.specification.name,sysinfo,,,"Java Platform API Specification",1398453051434
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1398453051434
java.specification.version,sysinfo,,,"1.6",1398453051434
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1398453051434
java.version,sysinfo,,,"1.6.0_23",1398453051434
java.vm.info,sysinfo,,,"mixed mode",1398453051434
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1398453051434
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1398453051434
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1398453051434
java.vm.specification.version,sysinfo,,,"1.0",1398453051434
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1398453051434
java.vm.version,sysinfo,,,"19.0-b09",1398453051434
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1398453051512
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398453094170
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1398453095592
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1398453095764
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1398453100843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398453101452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398453101561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398453102561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398453103843
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1398453104780
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1398453104812
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1398453104812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398453104968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398453105062
