what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398367963193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398367978120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398367993289
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1398367993298
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1398367996008
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1398367996076
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1398367998964
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398368003538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368006984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368008890
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1398368009197
error,log,,,"No Byte Stream Services found for Nios II Console View",1398368011400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368019130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368019215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368019230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368027052
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1398368027064
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1398368027071
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1398368028002
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1398368028170
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1398368028301
activated,perspective,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui.debugPerspective",1398368028350
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1398368028365
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1398368037762
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1398368037776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368050467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368187960
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1398368192650
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1398368194470
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1398368196293
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1398368209395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368221043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368255247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368257906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368264843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398368265597
